0,1,2,3,4,5,6,care_p,fairness_p,loyalty_p,authority_p,sanctity_p,care_sent,fairness_sent,loyalty_sent,authority_sent,sanctity_sent,moral_nonmoral_ratio,f_var,sent_var,,,,,,,,,,,,,,,,
2006,Interview in person,not an outspoken atheist,recorded for general public,About religious people,FALSE,FALSE,0.031685332,0.054965746227882153,0.0410831,0,0,-0.1183,0.037398071,0.11883174603174604,0,0,3.5,0.000612453,0.007306689,,,About atheists,FALSE,TRUE,0.14894419306184012,0.075757576,0,0,0,0.36119090909090906,0.24580923076923067,0,0,0,Atheists
2006,Interview in person,not an outspoken atheist,recorded for general public,About religious people,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,,,About atheists,TRUE,TRUE,0.1176470588235294,0,0,0,0.11363636363636365,-0.195375,0,0,0,0.23429000000000005,Atheists
2006,Interview in person,not an outspoken atheist,recorded for general public,About religious people,TRUE,FALSE,0.052123393,0.032708775508150406,0.022245543,0.019352310277777514,0.042782886421781255,-0.074572125,-0.00070946,0.007970143,0.013878788959192702,-0.008698708,1.1395348837209303,0.000189965,0.001280314,,,About atheists,FALSE,FALSE,0.045384071826419486,0.048300635,0.048849021,0,0,-0.114802802,-0.007477647,-0.024488473,0,0,Atheists
2006,Interview in person,not an outspoken atheist,recorded for general public,About religious people,TRUE,TRUE,0,0.1675598821876656,0,0,0.078947368,0,-0.125209523,0,0,0.0540625,1.3333333333333333,0.005538959,0.00439695,,,About atheists,TRUE,FALSE,0.1266111707841031,0,0,0,0,-0.159504809,0,0,0,0,Atheists
2007,Discussion,atheist,recorded for general public,About atheists,TRUE,FALSE,0.028846154,0.092924799,0.07,0,0,-0.1293375,0.025575849056603768,-0.066914286,0,0,2,0.001752975,0.004008445,,,About atheists,TRUE,FALSE,0.028846154,0.092924799,0.07,0,0,-0.1293375,0.025575849056603768,-0.066914286,0,0,Atheists
2007,Discussion,atheist,recorded for general public,About Christians,FALSE,FALSE,0.056192661,0,0,0.042035398230088505,0,0.028388265306122453,0,0,0.001371053,0,0.6666666666666666,0.00074871,0.000157662,,,About nonreligious people,TRUE,TRUE,0,0,0.070979475,0,0,0,0,0.12709226190476194,0,0,Atheists
2007,Discussion,atheist,recorded for general public,About Christians,TRUE,FALSE,0.0318135,0.047691187,0.028800570069952923,0.009278807,0.014197944,0.016218613851621485,-0.013220734,0.029380923,-0.009386535,-0.014619528,0.9393939393939394,0.0002326,0.000397222,,,About atheists,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,Atheists
2007,Discussion,atheist,recorded for general public,About Christians,TRUE,TRUE,0.029481132,0.043103448,0.038546256,0.031791907514450865,0,0.047982,0.020095,0.000137143,0.023639772727272725,0,1,0.00028455,0.000394378,,,About atheists,TRUE,FALSE,0,0.066143735,0.013483146,0,0.082758621,0,-0.07238125,-0.019783333,0,-0.072433333,Atheists
2007,Discussion,atheist,recorded for general public,About moderate Christians,FALSE,FALSE,0,0,0.1241469408298915,0,0.06300813,0,0,-0.147619615,0,-0.124070161,2,0.003094271,0.005605472,,,About atheists,FALSE,TRUE,0.051470588,0,0,0,0.09,0.16740000000000002,0,0,0,0.051588889,Atheists
2007,Discussion,atheist,recorded for general public,About moderate Christians,TRUE,FALSE,0.023880597,0,0.02,0.030508474576271188,0.10081300813008129,-0.087280625,0,-0.04768,-0.018288889,0.1985122580645161,0.7142857142857143,0.00148129,0.012305786689248034,,,About atheists,TRUE,FALSE,0,0.095238095,0,0.096599092,0,0,-0.099,0,0.003366138,0,Atheists
2007,Discussion,atheist,recorded for general public,About Muslims,FALSE,FALSE,0,0,0,0.12716763005780346,0,0,0,0,-0.094559091,0,0.5,0.003234321,0.001788284,,,About Christian preachers atheists,FALSE,FALSE,0.090520774,0,0,0,0.075064038,0.11357620408163265,0,0,0,-0.08980724,Atheists
2007,Discussion,atheist,recorded for general public,About Muslims,FALSE,TRUE,0.1016949152542373,0,0,0,0,0.15730833333333336,0,0,0,0,0.5,0.002068371,0.004949182,,,About Christian preachers atheists,TRUE,FALSE,0.078607407,0,0.073717949,0,0,-0.165903559,0,0.00369881,0,0,Atheists
2007,Discussion,atheist,recorded for general public,About Muslims,TRUE,FALSE,0.095889559,0.044144276,0.025183672492092184,0,0.013504032841049415,0.013723740464121156,-0.037649262,0.002572238,0,-0.004755102,0.7777777777777778,0.001392956,0.000374676,,,About Christian preachers atheists,TRUE,TRUE,0.098412358,0.026788403,0.011677654190862133,0,0,-0.164943924,-0.02779,0.047835714285714294,0,0,Atheists
